title,website_url,source,grades_or_ages,prices_mentioned,description
But . . . but . . . but . . . What about Grammar? [Andrew Pudewa],https://iew.com/but-but-but-what-about-grammar-andrew-pudewa,IEW,Grades K-12,,"Knowing how to teach grammar is especially challenging for the parent who doesn’t feel confident in his or her own grammar proficiency. Grammar programs often consist of piles of workbooks, wasted dollars, and way too much time spent trying to fulfill that subject. Often what is taught in those workbook pages doesn’t translate into success in writing. The results are poor mechanics and a less than stellar understanding of ""What is a verb?"" or perhaps more importantly, “How do verb choices enhance writing?” If you are asking, “But what about grammar?” Andrew Pudewa has answers to your dilemma."
By Heart: The Goodness of Memory [Andrew Pudewa],https://iew.com/by-heart-the-goodness-of-memory-andrew-pudewa,IEW,Grades K-12,,"Join Andrew Pudewa in a contemplation of the fundamental human faculty of memory, examining some of the history and biology of memory and its impacts on language, imagination, joy, and virtue."
Canadian History-Based Writing Companion,https://iew.com/canadian-history-based-writing-companion,IEW,Grades K-12,$10.00,COMPANION PRODUCT ONLY – Purchase this online word processor for each of your students if they are working through Canadian History-Based Writing Lessons.
Canadian History-Based Writing Lessons [Student Book only],https://iew.com/canadian-history-based-writing-lessons-student-book-only,IEW,6-8,$35.00,EXTRA STUDENT BOOK ONLY - Purchase this Student Book for each of your students if you already own the Canadian History-Based Writing Lessons Teacher's Manual.
Canadian History-Based Writing Lessons [Teacher's Manual only],https://iew.com/canadian-history-based-writing-lessons-teachers-manual-only,IEW,6-8,$29.00,Purchase this Teacher's Manual if you already own the accompanying Student Book and need to complete the set.
Canadian History-Based Writing Lessons [Teacher/Student Combo],https://iew.com/canadian-history-based-writing-lessons-teacherstudent-combo,IEW,6-8,$55.00,"Explore the history of the Great White North! Students write about J. Armand Bombardier, insulin, hockey, and more while they learn to write with the Structure and Style® writing method."
Canadian History-Based Writing Lessons [Teacher/Student Combo] [CLEARANCE],https://iew.com/canadian-history-based-writing-lessons-teacherstudent-combo-clearance,IEW,6-8,$39.00,"Explore the history of the Great White North! Students write about J. Armand Bombardier, insulin, hockey, and more while they learn to write with the Structure and Style® writing method."
Caution and Craziness [Andrew Pudewa],https://iew.com/caution-and-craziness-andrew-pudewa,IEW,Grades K-12,$3.00,Young people asking themselves the big questions—Who am I? Why am I here? What am I supposed to do with this life?—will be inspired to begin finding their life mission and taking ownership of their own education.
Classical Rhetoric through Structure and Style®,https://iew.com/classical-rhetoric-through-structure-and-style,IEW,9-12; Col,$35.00,Compose essays and arguments based on the Progymnasmata while learning to write with structure and style.
Classroom Posters,https://iew.com/classroom-posters,IEW,Grades K-12,$109.00,"Internalize ideas through frequency, intensity, and duration."
Classroom Posters [CLEARANCE],https://iew.com/classroom-posters-clearance,IEW,Grades K-12,$55.00,"Internalize ideas through frequency, intensity, and duration."
Classroom Supplement and Lesson Plans Grade 1,https://iew.com/classroom-supplement-and-lesson-plans-grade-1,IEW,K-2,$79.00,"This product is intended for use by five-day-a-week schools. Incorporating poetry, phonics, grammar, and printing practice into daily lesson plans, this manual makes it easy for you to implement the Structure and Style® methodology."
Classroom Supplement and Lesson Plans Grade 2,https://iew.com/classroom-supplement-and-lesson-plans-grade-2,IEW,K-2,$79.00,"This product is intended for use by five-day-a-week schools. Incorporating poetry, phonics, grammar, and printing practice into daily lesson plans, this manual makes it easy for you to implement the Structure and Style® methodology."
Classroom Supplement and Lesson Plans Kindergarten,https://iew.com/classroom-supplement-and-lesson-plans-kindergarten,IEW,K-2,$79.00,"This product is intended for use by five-day-a-week schools. Incorporating poetry, letter formation, phonics, and grammar into daily lesson plans, this manual makes it easy for you to implement the Structure and Style® methodology."
College Application Personal Essays [Gail Kruschke],https://iew.com/college-application-personal-essays-gail-kruschke,IEW,9-12,$3.00,Recorded at the 2004 Tacoma Teacher's Conference
Conquering Corrupt Culture [Andrew Pudewa],https://iew.com/conquering-corrupt-culture-andrew-pudewa,IEW,Grades K-12,$3.00,Be inspired to rethink your educational perspective in light of the heroic decisions that may soon be required of your children in this volatile era.
"Creative Writing Review [James B. Webster, Ph.D.]",https://iew.com/creative-writing-review-james-b-webster-phd,IEW,3-5; 6-8; 9-12,$3.00,Recorded at the 2004 Tacoma Teacher's Conference
Cultivating Attentiveness and Contemplation [Andrew Pudewa],https://iew.com/cultivating-attentiveness-and-contemplation-andrew-pudewa,IEW,3-5; 6-8; 9-12,,"Blaise Pascal observed that many of humanity’s problems “stem from man’s inability to sit quietly in a room alone.” If true in 1654, how much more is it so today in a world where all of us—young and old—suffer from screen-induced attention deficiencies and fractured concentration? Indeed, as we increasingly depend on external stimulation for diversion, our ability to reflect, remember, compare, and contemplate seems to wane. Andrew Pudewa addresses this dependence as well as practical ways we can help our students develop essential thinking skills."
Cultivating Language Arts [Andrew Pudewa],https://iew.com/cultivating-language-arts-andrew-pudewa,IEW,Grades K-12,,"Listening and reading well, speaking and writing clearly, thinking and debating effectively are abilities that most parents hope to cultivate in their children. With that goal in mind, Andrew will explore various environments and activities which will accelerate the development of these language skills, beginning with the youngest students and continuing into the high school years."
"Culture, Curriculum, and Care [Andrew Pudewa]",https://iew.com/culture-curriculum-and-care-andrew-pudewa,IEW,Grades K-12,,"What is the nature of culture? the nature of curriculum? How does one affect the other? What single element rests at the core of our success in teaching our children? How can we integrate all these as we work to build community with like-minded fellow homeschoolers, in a time when we all feel an increasing need for it? From his three decades of teaching and parenting experience, Andrew will share useful concepts and humorous stories to answer these questions and help invigorate your homeschool."
Cursive Knowledge [Student Book],https://iew.com/cursive-knowledge-student-book,IEW,3-5; 6-8; 9-12,$19.00,"For students of all ages who are either new to the art or who have already learned cursive and need a refresher, this course resource provides clear instruction in upper and lower-case letter formation, reproducible practice sheets, and high-quality source material for meaningful copy work."
Demonstration and Coaching Day [Live On-Site Workshop],https://iew.com/demonstration-and-coaching-day-live-on-site-workshop,IEW,PD,$2000.00,This product is intended for use by five-day-a-week schools. An IEW Implementation Coach presents a lesson at different grade levels. Please contact our Schools Department if you have questions about this product or if you want to purchase. 800.856.5815
"Descriptions, Dialogues, and Flashbacks [James B. Webster, Ph.D.]",https://iew.com/descriptions-dialogues-and-flashbacks-james-b-webster-phd,IEW,6-8; 9-12,$3.00,"Dr. Webster explains his approach to teaching descriptions, dialogue, and flashbacks to elementary school through university students. Recorded at the 2008 Writing Educator's Symposium."
Developing the Essayist [Andrew Pudewa],https://iew.com/developing-the-essayist-andrew-pudewa,IEW,9-12; Col,$3.00,"With several different essay models and a gradual method of building the analytical writer, you can feel confident in training your student to be an excellent essay writer. Come and get the plan right now—you can even start the process at the elementary level!"
Dictation and Narration [Andrew Pudewa],https://iew.com/dictation-and-narration-andrew-pudewa,IEW,K-2; 3-5,$3.00,Narration and dictation are the core of Charlotte Mason and Ruth Beechick methods. Andrew Pudewa provides practical strategies for how to make them work in real practice.Recorded at the 2004 Tacoma Teacher's Conference
Discoveries in Writing [Student Book only],https://iew.com/discoveries-in-writing-student-book-only,IEW,3-5,$35.00,EXTRA STUDENT BOOK ONLY – Purchase this Student Book for each of your students if you already own the Discoveries in Writing Teacher's Manual. This course was written in collaboration with Hillsdale College K-12 Education.
Discoveries in Writing [Teacher's Manual only],https://iew.com/discoveries-in-writing-teachers-manual-only,IEW,3-5,$29.00,TEACHER'S MANUAL ONLY – Purchase this Teacher's Manual if you already own the Discoveries in Writing Student Book. This course was written in collaboration with Hillsdale College K-12 Education.
Discoveries in Writing [Teacher/Student Combo],https://iew.com/discoveries-in-writing-teacherstudent-combo,IEW,3-5,$55.00,"Discover a wide variety of fascinating subjects in Discoveries in Writing! Students write about exciting topics such as the Bayeux Tapestry, tsunamis, Jerusalem and the Crusades, and other interesting subjects while they learn to write with the Structure and Style® writing method. This course was written in collaboration with Hillsdale College K-12 Education."
Discoveries Writing Companion,https://iew.com/discoveries-writing-companion,IEW,Grades K-12,$10.00,COMPANION PRODUCT ONLY – Purchase this online word processor for each of your students if they are working through Discoveries in Writing.
"Essay Review [James B. Webster, Ph.D.]",https://iew.com/essay-review-james-b-webster-phd,IEW,6-8; 9-12,$3.00,Recorded at the 2004 Tacoma Teacher's Conference
"Fables, Myths, and Fairy Tales Writing Companion",https://iew.com/fables-myths-and-fairy-tales-writing-companion,IEW,Grades K-12,$10.00,"COMPANION PRODUCT ONLY – Purchase this online word processor for each of your students if they are working through Fables, Myths, and Fairy Tales."
"Fables, Myths, and Fairy Tales Writing Lessons [Student Book only]",https://iew.com/fables-myths-and-fairy-tales-writing-lessons-student-book-only,IEW,3-5,$35.00,"EXTRA STUDENT BOOK ONLY - Purchase this Student Book for each of your students if you already own the Fables, Myths, and Fairy Tales Teacher's Manual."
"Fables, Myths, and Fairy Tales Writing Lessons [Teacher's Manual only]",https://iew.com/fables-myths-and-fairy-tales-writing-lessons-teachers-manual-only,IEW,3-5,$29.00,"TEACHER'S MANUAL ONLY - Purchase this Teacher's Manual if you already own the Fables, Myths, and Fairy Tales Student Book."
"Fables, Myths, and Fairy Tales Writing Lessons [Teacher/Student Combo]",https://iew.com/fables-myths-and-fairy-tales-writing-lessons-teacherstudent-combo,IEW,3-5,$55.00,Let your students’ imaginations soar while they enjoy classic children’s tales and learn to write with the Structure and Style® writing method! A wide variety of adventures will supply a rich foundation of imaginative and enjoyable writing.
Fairy Tales and the Moral Imagination [Andrew Pudewa],https://iew.com/fairy-tales-and-the-moral-imagination-andrew-pudewa,IEW,K-2; 3-5; 6-8,,"Are fairy tales good, even important for Christian students? Where did they come from, what can they teach our children, and should we spend our valuable time reading them? In this session we will discuss several basic themes in fairy tales and traditional children’s literature (goodness, truth, beauty, hope, honesty, wishes, etc.) as well as key archetypes of literature and their importance to the moral imagination. With the confusion surrounding modern fantasy writing, many parents feel uncertain in discerning the good and important literature from misleading and confusing books, stories, and movies."
Fix It! Grammar Cards,https://iew.com/fix-it-grammar-cards,IEW,3-5; 6-8; 9-12,$15.00,Thirty full-color grammar cards highlight key Fix It! Grammar® concepts for quick and easy reference. Drill and review grammar concepts. A digital list of fun grammar activities and games is also included.
Fix It! Grammar: Level 1 Nose Tree [Student Book],https://iew.com/fix-it-grammar-level-1-nose-tree-student-book,IEW,3-5,$19.00,EXTRA STUDENT BOOK ONLY – Fix It!® Grammar requires a Teacher's Manual. Purchase this Student Book for each of your students if you already own the Fix It! Grammar: Level 1 Teacher's Manual.
Fix It! Grammar: Level 1 Nose Tree [Teacher's Manual],https://iew.com/fix-it-grammar-level-1-nose-tree-teachers-manual,IEW,3-5,$19.00,TEACHER'S MANUAL ONLY – Fix It!® Grammar requires a Student Book. Purchase this Teacher's Manual if each of your students already owns the Fix It! Grammar: Level 1 Student Book.
Fix It! Grammar: Level 1 Nose Tree [Teacher/Student Combo],https://iew.com/fix-it-grammar-level-1-nose-tree-teacherstudent-combo,IEW,3-5,$29.00,"Fix It!® Grammar: Level 1 Nose Tree offers students a gentle introduction to the fundamentals of grammar. Students read about three brave soldiers, a whimsical dwarf, and a cunning princess in an adventure, where each daily passage reveals a new portion of the tale. As students hunt for and correct errors, they learn the basic parts of speech, end-mark punctuation, phrases, clauses, and homophones. No prior grammar knowledge is needed."
Fix It! Grammar: Level 2 Town Mouse and Country Mouse [Student Book],https://iew.com/fix-it-grammar-level-2-town-mouse-and-country-mouse-student-book,IEW,3-5,$19.00,EXTRA STUDENT BOOK ONLY – Fix It!® Grammar requires a Teacher's Manual. Purchase this Student Book for each of your students if you already own the Fix It! Grammar: Level 2 Teacher's Manual.
Fix It! Grammar: Level 2 Town Mouse and Country Mouse [Teacher's Manual],https://iew.com/fix-it-grammar-level-2-town-mouse-and-country-mouse-teachers-manual,IEW,3-5,$19.00,TEACHER'S MANUAL ONLY – Fix It!® Grammar requires a Student Book. Purchase this Teacher's Manual if each of your students already owns the Fix It! Grammar: Level 2 Student Book.
Fix It! Grammar: Level 2 Town Mouse and Country Mouse [Teacher/Student Combo],https://iew.com/fix-it-grammar-level-2-town-mouse-and-country-mouse-teacherstudent-combo,IEW,3-5,$29.00,"Fix It!® Grammar: Level 2 Town Mouse and Country Mouse builds on concepts taught in Level 1. Students follow the adventures of a curious town mouse and his country cousin as they explore each other’s worlds, revealing new portions of the tale in daily passages. As students hunt for and correct errors, they learn parts of speech, basic comma and capitalization rules, complex sentence patterns, and more."
Fix It! Grammar: Level 3 Robin Hood [Student Book],https://iew.com/fix-it-grammar-level-3-robin-hood-student-book,IEW,6-8,$19.00,EXTRA STUDENT BOOK ONLY – Fix It!® Grammar requires a Teacher's Manual. Purchase this Student Book for each of your students if you already own the Fix It! Grammar: Level 3 Teacher's Manual.
Fix It! Grammar: Level 3 Robin Hood [Teacher's Manual],https://iew.com/fix-it-grammar-level-3-robin-hood-teachers-manual,IEW,6-8,$19.00,TEACHER'S MANUAL ONLY – Fix It!® Grammar requires a Student Book. Purchase this Teacher's Manual if each of your students already owns the Fix It! Grammar: Level 3 Student Book.
Fix It! Grammar: Level 3 Robin Hood [Teacher/Student Combo],https://iew.com/fix-it-grammar-level-3-robin-hood-teacherstudent-combo,IEW,6-8,$29.00,"Fix It!® Grammar: Level 3 Robin Hood builds on concepts taught in Levels 1 and 2. Students learn about the dynamic team of Robin Hood and Little John as they edit daily passages containing the tale. As students hunt for and correct errors, they learn additional comma rules, various phrasal/clausal constructions, quotation punctuation, indefinite/demonstrative/reflexive pronouns, and more."
Fix It! Grammar: Level 4 Mowgli and Shere Khan [Student Book],https://iew.com/fix-it-grammar-level-4-mowgli-and-shere-khan-student-book,IEW,6-8,$19.00,EXTRA STUDENT BOOK ONLY – Fix It!® Grammar requires a Teacher's Manual. Purchase this Student Book for each of your students if you already own the Fix It! Grammar: Level 4 Teacher's Manual.
Fix It! Grammar: Level 4 Mowgli and Shere Khan [Teacher's Manual],https://iew.com/fix-it-grammar-level-4-mowgli-and-shere-khan-teachers-manual,IEW,6-8,$19.00,TEACHER'S MANUAL ONLY – Fix It!® Grammar requires a Student Book. Purchase this Teacher's Manual if each of your students already owns the Fix It! Grammar: Level 4 Student Book.
Fix It! Grammar: Level 4 Mowgli and Shere Khan [Teacher/Student Combo],https://iew.com/fix-it-grammar-level-4-mowgli-and-shere-khan-teacherstudent-combo,IEW,6-8,$29.00,"Fix It!® Grammar: Level 4 Mowgli and Shere Khan builds on concepts taught in previous levels. Students experience the conflict between the man’s cub Mowgli and Shere Khan as this classic tale comes alive in daily passages. As students hunt for and correct errors, they learn a thorough explanation of additional punctuation rules, essential/nonessential clauses, complex sentence patterns, transitional prepositional openers, and more."
Fix It! Grammar: Level 5 Frog Prince [Student Book],https://iew.com/fix-it-grammar-level-5-frog-prince-student-book,IEW,9-12; Col,$19.00,EXTRA STUDENT BOOK ONLY – Fix It!® Grammar requires a Teacher's Manual. Purchase this Student Book for each of your students if you already own the Fix It! Grammar: Level 5 Teacher's Manual.
Fix It! Grammar: Level 5 Frog Prince [Student Book] [CLEARANCE],https://iew.com/fix-it-grammar-level-5-frog-prince-student-book-clearance,IEW,9-12,$13.00,EXTRA STUDENT BOOK ONLY – Fix It!® Grammar requires a Teacher's Manual. Purchase this Student Book for each of your students if you already own the Fix It! Grammar: Level 5 Teacher's Manual.
Fix It! Grammar: Level 5 Frog Prince [Teacher's Manual],https://iew.com/fix-it-grammar-level-5-frog-prince-teachers-manual,IEW,9-12; Col,$19.00,TEACHER'S MANUAL ONLY – Fix It!® Grammar requires a Student Book. Purchase this Teacher's Manual if each of your students already owns the Fix It! Grammar: Level 5 Student Book.
Fix It! Grammar: Level 5 Frog Prince [Teacher/Student Combo],https://iew.com/fix-it-grammar-level-5-frog-prince-teacherstudent-combo,IEW,9-12; Col,$29.00,"Fix It!® Grammar: Level 5 Frog Prince continues to add concepts to those taught in earlier levels. Students enjoy the growth of a princess through the wise lessons of a frog prince during daily passages filled with humor. As students hunt for and correct errors, they learn advanced grammatical concepts related to verb types, noun functions, and pronoun cases as well as an emphasis on the grammatical jobs of specific clauses and phrases."
Fix It! Grammar: Level 6 Little Mermaid [Student Book],https://iew.com/fix-it-grammar-level-6-little-mermaid-student-book,IEW,9-12; Col,$19.00,EXTRA STUDENT BOOK ONLY – Fix It!® Grammar requires a Teacher's Manual. Purchase this Student Book for each of your students if you already own the Fix It! Grammar: Level 6 Teacher's Manual.
Fix It! Grammar: Level 6 Little Mermaid [Student Book] [CLEARANCE],https://iew.com/fix-it-grammar-level-6-little-mermaid-student-book-clearance,IEW,9-12,$13.00,EXTRA STUDENT BOOK ONLY – Fix It!® Grammar requires a Teacher's Manual. Purchase this Student Book for each of your students if you already own the Fix It! Grammar: Level 6 Teacher's Manual.
Fix It! Grammar: Level 6 Little Mermaid [Teacher's Manual],https://iew.com/fix-it-grammar-level-6-little-mermaid-teachers-manual,IEW,9-12; Col,$19.00,TEACHER'S MANUAL ONLY - Fix It!® Grammar requires a Student Book. Purchase this Teacher's Manual if each of your students already owns the Fix It! Grammar: Level 6 Student Book.
Fix It! Grammar: Level 6 Little Mermaid [Teacher/Student Combo],https://iew.com/fix-it-grammar-level-6-little-mermaid-teacherstudent-combo,IEW,9-12; Col,$29.00,"Fix It!® Grammar: Level 6 Little Mermaid adds advanced grammar skills to those included in the first five levels. Students explore this classic story of a little mermaid searching for more in life in daily passages. As students hunt for and correct errors, they learn advanced grammatical items, including invisible #4 and past participial openers, transitions, conjunctive adverbs, verbals, active/passive voice, parallelism, and advanced punctuation."
Following Narnia® Volume 1: The Lion's Song [Student Book only],https://iew.com/following-narnia-volume-1-the-lions-song-student-book-only,IEW,6-8,$35.00,EXTRA STUDENT BOOK ONLY - Purchase this Student Book for each of your students if you already own the Following Narnia: Vol. 1: The Lion's Song Teacher's Manual.
Following Narnia® Volume 1: The Lion's Song [Teacher's Manual only],https://iew.com/following-narnia-volume-1-the-lions-song-teachers-manual-only,IEW,6-8,$29.00,Purchase this Teacher's Manual if you already own the Following Narnia: Vol. 1: The Lion's Song Student Book. † Contains distinctly Christian content
Following Narnia® Volume 1: The Lion's Song [Teacher/Student Combo],https://iew.com/following-narnia-volume-1-the-lions-song-teacherstudent-combo,IEW,6-8,$55.00,Experience the enchanted land of Narnia while learning to write with the Structure and Style® writing method. † Contains distinctly Christian content
Following Narnia® Volume 2: Aslan's Country [Student Book only],https://iew.com/following-narnia-volume-2-aslans-country-student-book-only,IEW,6-8; 9-12,$35.00,EXTRA STUDENT BOOK ONLY - Purchase this Student Book for each of your students if you already own the Following Narnia: Vol. 2: Aslan's Country Teacher's Manual.
Following Narnia® Volume 2: Aslan's Country [Teacher's Manual only],https://iew.com/following-narnia-volume-2-aslans-country-teachers-manual-only,IEW,6-8; 9-12,$29.00,Purchase this Teacher's Manual if you already own the Following Narnia: Vol. 2: Aslan's Country Student Book. † Contains distinctly Christian content
Following Narnia® Volume 2: Aslan's Country [Teacher/Student Combo],https://iew.com/following-narnia-volume-2-aslans-country-teacherstudent-combo,IEW,6-8; 9-12,$55.00,Learn advanced writing skills while exploring the enchanted land of Narnia through the Structure and Style® writing method. † Contains distinctly Christian content
Four Deadly Errors of Teaching Writing [Andrew Pudewa],https://iew.com/four-deadly-errors-of-teaching-writing-andrew-pudewa,IEW,3-5; 6-8; 9-12,,"After years of teaching, Andrew Pudewa realized that students’ frustrations were often caused by teaching mistakes. Have you committed one of these errors in your teaching? Overcorrecting, holding back help, unclear assignments, and over-expectation can frustrate your students and hamper your best efforts. Join Andrew Pudewa to learn how to overcome and avoid these four deadly errors of teaching writing."
Freedomship and Entrepreneurial Education [Andrew Pudewa],https://iew.com/freedomship-and-entrepreneurial-education-andrew-pudewa,IEW,Grades K-12,$3.00,Freedomship and Entrepreneurial Education [Andrew Pudewa]
Freedomship Education Paradigm [Andrew Pudewa],https://iew.com/freedomship-education-paradigm-andrew-pudewa,IEW,3-5; 6-8; 9-12,,Freedomship Education Paradigm [Andrew Pudewa]
From Copywork to Composition [Andrew Pudewa],https://iew.com/from-copywork-to-composition-andrew-pudewa,IEW,Grades K-12,,"Join Andrew Pudewa to consider the underestimated value of simple copywork, discover the power of text reconstruction, experience the delight of author imitation, and learn the surprising relationship between text analysis and creativity."
Frontiers in Writing [Student Book only],https://iew.com/frontiers-in-writing-student-book-only,IEW,3-5,$35.00,EXTRA STUDENT BOOK ONLY – Purchase this Student Book for each of your students if you already own the Frontiers in Writing Teacher's Manual. This course was written in collaboration with Hillsdale College K-12 Education.
Frontiers in Writing [Teacher's Manual only],https://iew.com/frontiers-in-writing-teachers-manual-only,IEW,3-5,$29.00,TEACHER'S MANUAL ONLY – Purchase this Teacher's Manual if you already own the Frontiers in Writing Student Book. This course was written in collaboration with Hillsdale College K-12 Education.
Frontiers in Writing [Teacher/Student Combo],https://iew.com/frontiers-in-writing-teacherstudent-combo,IEW,3-5,$55.00,"Examine a wide variety of fascinating subjects in Frontiers in Writing! Students write about intriguing topics such as Halley’s Comet, the Mona Lisa, the Wild West, and other interesting subjects while they learn to write with the Structure and Style® writing method. This course was written in collaboration with Hillsdale College K-12 Education."
Frontiers Writing Companion,https://iew.com/frontiers-writing-companion,IEW,Grades K-12,$10.00,COMPANION PRODUCT ONLY – Purchase this online word processor for each of your students if they are working through Frontiers in Writing.
